ID,Location,Specific Location,Amenities,Bedroom,Bathroom,Toilet,New,Duplex,Lux,Estate,rank,Price
2425,iyana ipaja,iyana ipaja ipaja lagos,4,2,2,2,1,1,1,1,1,550000
2426,iyana ipaja,orile agege agege lagos,9,5,4,5,1,1,0,1,5,1200000
2427,iyana ipaja,prime estate iyana ipaja ipaja lagos,6,3,3,3,1,1,1,1,2,650000
2428,iyana ipaja," prime garden estate,aboru iyana ipaja . alimosho lagos",7,4,3,4,1,1,0,1,3,650000
2429,iyana ipaja,an estate inside aboru iyana ipaja alimosho lagos,6,3,3,3,0,0,0,1,2,500000
2430,iyana ipaja,hilltop estate iyana ipaja lagos alimosho lagos,4,2,2,2,0,0,0,1,1,400000
2431,iyana ipaja,"plot 350, wilson emelike street, hilltop estate aboru, iyana-ipaja egbeda alimosho lagos",2,1,1,1,1,1,1,1,1,300000
2432,yaba,adekunle yaba lagos,7,4,3,4,1,0,0,1,6,1800000
2433,yaba,onike yaba lagos,9,5,4,5,0,0,0,1,8,3000000
2434,yaba,adekunle yaba lagos,2,1,1,1,0,0,0,0,2,350009
2435,yaba,moore road sabo yaba lagos,7,4,3,4,1,1,1,1,6,2500000
2436,yaba,borno way adekunle yaba lagos,16,8,8,8,1,1,0,1,9,4000000
2437,yaba,carter adekunle yaba lagos,7,4,3,4,1,0,0,1,6,1800000
2438,yaba,brown akoka yaba lagos,5,3,2,3,0,0,0,1,5,1200000
2439,yaba,zanzi estate yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2440,yaba,ogungbamila akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2441,yaba,"  morroco, waec area. yaba lagos",6,3,3,3,0,0,0,1,5,1000000
2442,yaba,"  folaagoro road, yaba, lagos. fola agoro yaba lagos",11,6,5,6,1,1,0,1,8,3000000
2443,yaba,queens street alagomeji yaba lagos,6,3,3,3,1,1,1,1,5,1800000
2444,yaba,in a secute & gated estate in yaba. yaba lagos,8,4,4,4,0,0,0,1,6,1500000
2445,yaba,"  off commercial avenue, sabo, yaba. sabo yaba lagos",7,4,3,4,1,0,0,1,6,1800000
2446,yaba,"  off queens street, alagomeji, yaba alagomeji yaba lagos",6,3,3,3,1,1,1,1,5,1800000
2447,yaba,"  in a serene & gated estate in onike, yaba. onike yaba lagos",9,5,4,5,0,0,0,0,8,2000000
2448,yaba,"  commercial avenue, sabo, yaba. sabo yaba lagos",7,4,3,4,1,1,1,1,6,2500000
2449,yaba,"  off commercial avenue, sabo, yaba. sabo yaba lagos",5,3,2,3,1,1,1,1,5,1500000
2450,yaba,"  off hebert macaulay way, alagomeji, yaba. alagomeji yaba lagos",6,3,3,3,1,1,1,1,5,1500000
2451,yaba,"  off hebert macaulay way, adekunle, yaba. adekunle yaba lagos",7,4,3,4,0,0,0,0,6,1300000
2452,yaba,in a serene & gated estate onike yaba lagos,7,4,3,4,0,0,0,0,6,1300000
2453,yaba,"  olonade street, alagomeji, yaba. alagomeji yaba lagos",7,4,3,4,0,0,0,1,6,1500000
2454,yaba,off onike roundabout onike yaba lagos,6,3,3,3,1,0,0,1,5,1300000
2455,yaba,sabo yaba lagos,8,4,4,4,0,0,0,0,6,1400000
2456,yaba,akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2457,yaba,sabo yaba sabo yaba lagos,9,5,4,5,0,0,0,0,8,2500000
2458,yaba,queen street alagomeji yaba lagos,2,1,1,1,1,1,1,1,2,600000
2459,yaba,ozone sabo yaba lagos,6,3,3,3,1,1,1,1,5,1500000
2460,yaba,in an estate onike yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2461,yaba,off fola agoro abule ijesha yaba lagos,4,2,2,2,0,0,0,1,3,700000
2462,yaba,off chemist busstop akoka yaba lagos,7,4,3,4,0,0,0,0,6,1200000
2463,yaba,onike onike yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2464,yaba,off pako busstop akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2465,yaba,akoka yaba lagos,2,1,1,1,0,0,0,0,2,400000
2466,yaba,off herbert macaulay ebute metta yaba lagos,2,1,1,1,1,0,0,1,2,500000
2467,yaba,sabo yaba lagos,2,1,1,1,0,0,0,0,2,300000
2468,yaba,fola agoro road fola agoro yaba lagos,11,6,5,6,1,1,0,1,8,3000000
2469,yaba,silvercrest estate onike yaba lagos,10,5,5,5,1,0,0,1,8,3200000
2470,yaba,off herbert macaulay way yaba lagos,7,4,3,4,1,0,0,1,6,1800000
2471,yaba,chemist area akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2472,yaba,sabo yaba lagos,9,5,4,5,0,0,0,1,8,3000000
2473,yaba,bickersteth estate onike yaba lagos,9,5,4,5,0,0,0,0,8,2000000
2474,yaba,tejuosho tejuosho yaba lagos,4,2,2,2,0,0,0,1,3,700000
2475,yaba,akoka yaba lagos,4,2,2,2,0,0,0,1,3,700000
2476,yaba,ebute metta yaba lagos,6,3,3,3,0,0,0,1,5,1200000
2477,yaba,tejuosho yaba lagos,2,1,1,1,0,0,0,0,2,400000
2478,yaba,ozone environment sabo yaba lagos,7,4,3,4,1,1,1,1,6,2000000
2479,yaba,heliconia court jibowu yaba lagos,7,4,3,4,1,1,1,1,6,2500000
2480,yaba,.. adekunle yaba lagos,8,4,4,4,1,1,1,1,6,2000000
2481,yaba,off onike roundabout onike yaba lagos,4,2,2,2,1,1,0,1,3,850000
2482,yaba,roundabout onike yaba lagos,2,1,1,1,0,0,0,0,2,300000
2483,yaba,monsuro abule oja yaba lagos,2,1,1,1,0,0,0,0,2,380000
2484,yaba,adekunle street adekunle yaba lagos,4,2,2,2,0,0,0,0,3,500000
2485,yaba,close to costain ebute metta yaba lagos,6,3,3,3,0,0,0,0,5,800000
2486,yaba,off herbert macaulay way alagomeji yaba lagos,4,2,2,2,1,0,0,1,3,800000
2487,yaba,off queens street alagomeji yaba lagos,2,1,1,1,0,0,0,0,2,400000
2488,yaba,akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2489,yaba,onike yaba lagos,2,1,1,1,1,0,0,1,2,500000
2490,yaba,yaba adekunle yaba lagos,2,1,1,1,0,0,0,0,2,350000
2491,yaba,off fola agoro road yaba lagos yaba lagos,7,3,4,3,0,0,0,1,5,1000000
2492,yaba,akoka akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2493,yaba,adekule adekunle yaba lagos,2,1,1,1,0,0,0,0,2,350000
2494,yaba,onike yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2495,yaba,onike yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2496,yaba,adekunle yaba lagos,7,4,3,4,1,0,0,1,6,1800000
2497,yaba,akoka yaba lagos,4,2,2,2,0,0,0,1,3,700000
2498,yaba,.. akoka yaba lagos,5,3,2,3,0,0,0,0,5,900000
2499,yaba,akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2500,yaba,onike yaba lagos,4,2,2,2,1,1,0,1,3,850000
2501,yaba,ebute meta east ebute metta yaba lagos,7,4,3,4,0,0,0,0,6,1200000
2502,yaba,morocco yaba lagos,6,3,3,3,0,0,0,1,5,1000000
2503,yaba,off cemetery road ebute metta yaba lagos,5,3,2,3,0,0,0,0,5,800000
2504,yaba,morocco yaba lagos,6,3,3,3,0,0,0,1,5,1000000
2505,yaba,ebute meta east ebute metta yaba lagos,2,1,1,1,0,0,0,0,2,350000
2506,yaba,helliconia court yaba gra yaba lagos,9,5,4,5,1,0,0,1,8,3200000
2507,yaba,ebute meta ebute metta yaba lagos,5,3,2,3,0,0,0,1,5,1000000
2508,yaba,ebute meta west ebute metta yaba lagos,5,3,2,3,0,0,0,1,5,1000000
2509,yaba,morocco yaba lagos,4,2,2,2,0,0,0,1,3,700000
2510,yaba,off herbert marcaulay way alagomeji yaba alagomeji yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2511,yaba,alagomeji alagomeji yaba lagos,7,4,3,4,1,1,1,1,6,2000000
2512,yaba,old yaba road adekunle yaba lagos,3,2,1,2,1,0,0,1,3,800000
2513,yaba,- ebute metta yaba lagos,4,2,2,2,0,0,0,1,3,700000
2514,yaba,behind yabatech yaba lagos,5,3,2,3,0,0,0,1,5,1200000
2515,yaba,adekunle yaba lagos,7,4,3,4,1,0,0,1,6,1800000
2516,yaba,... akoka yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2517,yaba,clegg yaba lagos,2,1,1,1,0,0,0,0,2,400000
2518,yaba,.. adekunle yaba lagos,7,4,3,4,1,1,1,1,6,2000000
2519,yaba," off community road, akoka very close to bariga , akoka yaba lagos",6,3,3,3,0,0,0,0,5,700000
2520,yaba,akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2521,yaba,onike akoka yaba lagos,2,1,1,1,0,0,0,0,2,400000
2522,yaba,onike akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2523,yaba,akoka akoka yaba lagos,7,4,3,4,0,0,0,0,6,1000000
2524,yaba,fola agoro yaba lagos,5,3,2,3,0,0,0,1,5,1000000
2525,yaba,in a serene & gated estate sabo yaba lagos,4,2,2,2,1,1,0,1,3,850000
2526,yaba,onike yaba lagos,7,4,3,4,0,0,0,0,6,1300000
2527,yaba,akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2528,yaba," aderupoko street, iwaya iwaya yaba lagos",2,1,1,1,0,0,0,0,2,300000
2529,yaba,sabo yaba lagos,8,4,4,4,0,0,0,1,6,1600000
2530,yaba,yaba lagos,2,1,1,1,0,0,0,0,2,350000
2531,yaba,akoka akoka yaba lagos,4,2,2,2,0,0,0,0,3,650000
2532,yaba,akoka yaba akoka yaba lagos,6,3,3,3,0,0,0,1,5,1200000
2533,yaba,abule ijesha yaba abule ijesha yaba lagos,6,3,3,3,0,0,0,1,5,1000000
2534,yaba,abule ijesha yaba abule ijesha yaba lagos,6,3,3,3,0,0,0,1,5,1000000
2535,yaba,onike yaba onike yaba lagos,6,3,3,3,1,0,0,1,5,1300000
2536,yaba,onike sabo yaba onike yaba lagos,6,3,3,3,1,0,0,1,5,1300000
2537,yaba,onike sabo onike yaba lagos,6,3,3,3,1,0,0,1,5,1300000
2538,yaba,yaba lagos,4,2,2,2,1,1,1,1,3,1300000
2539,yaba,sabo yaba lagos,2,1,1,1,0,0,0,0,2,400000
2540,yaba,onike yaba lagos,2,1,1,1,1,0,0,1,2,500000
2541,yaba,onike yaba lagos,2,1,1,1,1,0,0,1,2,500000
2542,yaba,fola agoro yaba lagos,2,1,1,1,0,0,0,1,2,450000
2543,yaba,akoka yaba lagos,3,2,1,2,0,0,0,1,3,700000
2544,yaba,onike yaba lagos,2,1,1,1,1,0,0,1,2,500000
2545,yaba,onike yaba lagos,2,1,1,1,1,0,0,1,2,500000
2546,yaba,onike yaba lagos,2,1,1,1,1,0,0,1,2,500000
2547,yaba,yaba alagomeji yaba lagos,2,1,1,1,1,1,1,1,2,600000
2548,yaba,akoka yaba lagos,4,2,2,2,0,0,0,1,3,700000
2549,yaba,akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2550,yaba,abule nla ebute metta yaba lagos,5,3,2,3,0,0,0,1,5,1000000
2551,yaba,onike yaba lagos,4,2,2,2,1,1,0,1,3,850000
2552,yaba,sabo yaba lagos,9,5,4,5,0,0,0,1,8,3000000
2553,yaba,close to adekunle ebute metta yaba lagos,2,1,1,1,0,0,0,0,2,350000
2554,yaba,sabo sabo yaba lagos,9,5,4,5,1,1,0,1,8,3500000
2555,yaba,yaba lagos,2,1,1,1,0,0,0,0,2,300000
2556,yaba,fola agoro fola agoro yaba lagos,7,4,3,4,1,0,0,1,6,1800000
2557,yaba,akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2558,yaba,fola agoro yaba lagos,4,2,2,2,1,1,1,1,3,1300000
2559,yaba,.. akoka yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2560,yaba,akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2561,yaba,onike yaba lagos,2,1,1,1,0,0,0,1,2,450000
2562,yaba,iwaya yaba lagos,6,3,3,3,0,0,0,0,5,700000
2563,yaba,ebute metta yaba lagos,4,2,2,2,1,0,0,1,3,800000
2564,yaba,fola agoro yaba lagos,2,1,1,1,1,1,1,1,2,600000
2565,yaba,off fola-agoro yaba lagos yaba lagos,2,1,1,1,0,0,0,1,2,450000
2566,yaba,close to pako bus stop akoka yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2567,yaba,morrocco axis jibowu yaba lagos,6,3,3,3,0,0,0,1,5,1000000
2568,yaba,onike onike yaba lagos,2,1,1,1,0,0,0,0,2,400000
2569,yaba,sabo yaba lagos,5,3,2,3,1,1,1,1,5,1500000
2570,yaba,a very clean 2br apartment at akoka extension 2t2b good packing space 550k akoka yaba lagos,4,2,2,2,0,0,0,0,3,550000
2571,yaba,tejuosho yaba lagos,4,2,2,2,0,0,0,0,3,500000
2572,yaba,chemist akoka yaba lagos,2,1,1,1,0,0,0,0,2,350000
2573,yaba,awofala street akoka yaba lagos,6,3,3,3,0,0,0,0,5,700000
2574,yaba,off bornu way adekunle yaba lagos,6,3,3,3,1,1,1,1,5,1800000
2575,yaba,close to pako bus stop akoka yaba lagos,2,1,1,1,0,0,0,0,2,400000
2576,yaba,off fola-agoro yaba lagos yaba lagos,2,1,1,1,0,0,0,1,2,450000
2577,yaba,fola agoro yaba lagos,2,1,1,1,0,0,0,0,2,300000
2578,yaba,- ebute metta yaba lagos,4,2,2,2,0,0,0,0,3,600000
2579,yaba,alagomeji yaba lagos,6,3,3,3,1,1,1,1,5,1800000
2580,yaba,.. onike yaba lagos,2,1,1,1,0,0,0,0,2,400000
2581,yaba," ebute meta west,. lagos state ebute metta yaba lagos",6,3,3,3,0,0,0,0,5,900000
2582,yaba,akoka akoka yaba lagos,7,4,3,4,0,0,0,0,6,1000000
2583,yaba,akoka yaba lagos,5,3,2,3,0,0,0,0,5,800000
2584,yaba,close to pako bus stop akoka yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2585,yaba," ebute metta east, ebute metta yaba lagos",2,1,1,1,0,0,0,0,2,300000
2586,yaba,alagomeji yaba lagos,8,4,4,4,1,1,1,1,6,2000000
2587,yaba,close to adekunle ebute metta yaba lagos,6,3,3,3,1,0,0,1,5,1300000
2588,yaba,ebute metta yaba lagos,4,2,2,2,0,0,0,0,3,500000
2589,yaba,abule oja yaba lagos,2,1,1,1,0,0,0,0,2,380000
2590,yaba,moore road sabo yaba lagos,2,1,1,1,0,0,0,0,2,400000
2591,yaba,isaac john jibowu yaba lagos,6,3,3,3,0,0,0,1,5,1250000
2592,yaba,davies abule oja yaba lagos,2,1,1,1,1,0,1,1,2,550000
2593,yaba,close to pako bus stop akoka yaba lagos,2,1,1,1,0,0,0,0,2,400000
2594,yaba,akoka yaba lagos,7,4,3,4,0,0,0,0,6,1200000
2595,yaba,alagomeji alagomeji yaba lagos,7,4,3,4,1,1,1,1,6,2000000
2596,yaba,abule ijesha yaba lagos,2,1,1,1,0,0,0,0,2,400000
2597,yaba,onike yaba lagos,2,1,1,1,0,0,0,1,2,450000
2598,yaba,moore road sabo yaba lagos,2,1,1,1,0,0,0,0,2,400000
2599,yaba,off akoka akoka yaba lagos,2,1,1,1,0,0,0,0,2,300000
2600,yaba,abudu abule oja yaba lagos,2,1,1,1,0,0,0,0,2,400000
2601,yaba,off akoka akoka yaba lagos,2,1,1,1,0,0,0,0,2,300000
2602,yaba,.. sabo yaba lagos,7,4,3,4,0,0,0,0,6,1000000
2603,yaba,zanzi street onike yaba lagos,2,1,1,1,0,0,0,0,2,300000
2604,yaba,fola agoro yaba fola agoro yaba lagos,5,3,2,3,0,0,0,0,5,900000
2605,yaba,- fola agoro yaba lagos,6,3,3,3,0,0,0,1,5,1000000
2606,yaba,jibowu yaba lagos,3,1,2,1,1,1,1,1,2,600000
2607,yaba,akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2608,yaba,yaba lagos,2,1,1,1,0,0,0,0,2,300000
2609,yaba,alara street onike yaba lagos,2,1,1,1,1,1,1,1,2,600000
2610,yaba,yaba lagos,6,3,3,3,1,1,1,1,5,1800000
2611,yaba,onike yaba lagos,2,1,1,1,0,0,0,1,2,450000
2612,yaba,akoka yaba lagos,7,4,3,4,0,0,0,0,6,1200000
2613,yaba,- onike yaba lagos,2,1,1,1,0,0,0,0,2,400000
2614,yaba,yaba lagos,6,3,3,3,1,0,0,1,5,1300000
2615,yaba,moroko yaba lagos,2,1,1,1,0,0,0,0,2,350000
2616,yaba,yaba lagos,6,3,3,3,1,1,1,1,5,1500000
2617,yaba,fola agoro yaba lagos,2,1,1,1,1,1,1,1,2,600000
2618,yaba,onike yaba lagos,2,1,1,1,0,0,0,1,2,450000
2619,yaba,ojuelegba axis tejuosho yaba lagos,2,1,1,1,0,0,0,0,2,400000
2620,yaba,.. fola agoro yaba lagos,6,3,3,3,1,1,1,1,5,1800000
2621,yaba,onike onike yaba lagos,3,1,2,1,1,1,1,1,2,600000
2622,yaba,akoka yaba lagos,4,2,2,2,1,0,0,1,3,800000
2623,yaba,akoka /bariga area akoka yaba lagos,5,3,2,3,0,0,0,0,5,700000
2624,yaba,close to pako bus stop akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2625,yaba,fola agoro yaba lagos,4,2,2,2,1,0,0,1,3,800000
2626,yaba,off akoka akoka yaba lagos,6,3,3,3,0,0,0,0,5,700000
2627,yaba,- iwaya yaba lagos,6,3,3,3,0,0,0,0,5,800000
2628,yaba,jibowu yaba lagos,4,2,2,2,1,1,1,1,3,1300000
2629,yaba,harbert macaulay by jebba yaba lagos,2,1,1,1,0,0,0,0,2,350000
2630,yaba,ebutte metta ebute metta yaba lagos,4,2,2,2,1,1,1,1,3,1000000
2631,yaba,akoka yaba lagos,6,3,3,3,0,0,0,1,5,1000000
2632,yaba,yaba ebute east side. ebute metta yaba lagos,7,4,3,4,0,0,0,0,6,1300000
2633,yaba,akoka akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2634,yaba,close to pako bus stop akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2635,yaba,onike yaba lagos,2,1,1,1,0,0,0,1,2,450000
2636,yaba,alagomeji yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2637,yaba,.. ebute metta yaba lagos,5,3,2,3,0,0,0,0,5,700000
2638,yaba," along unilag road, yaba lagos abule oja yaba lagos",2,1,1,1,0,0,0,0,2,400000
2639,yaba,adekunle yaba lagos,2,1,1,1,0,0,0,0,2,350000
2640,yaba,- onike yaba lagos,6,3,3,3,1,0,0,1,5,1300000
2641,yaba,fola agoro yaba lagos,2,1,1,1,0,0,0,1,2,450000
2642,yaba,old yaba road adekunle yaba lagos,7,4,3,4,1,0,0,1,6,1800000
2643,yaba,onike yaba lagos,3,2,1,2,0,0,0,0,3,600000
2644,yaba,akoka yaba lagos,4,2,2,2,0,0,0,0,3,600000
2645,yaba,yaba lagos,2,1,1,1,0,0,0,0,2,300000
2646,yaba,alagomeji yaba lagos,4,2,2,2,1,0,0,1,3,800000
2647,yaba,onike yaba lagos,2,1,1,1,0,0,0,1,2,450000
2648,yaba,yaba lagos,2,1,1,1,1,0,0,1,2,500000
2649,yaba,akoka akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2650,yaba,adekunle adekunle yaba lagos,6,3,3,3,1,1,1,1,5,1800000
2651,yaba,akoka akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2652,yaba,beside ilaje police station akoka yaba lagos,2,1,1,1,0,0,0,0,2,300000
2653,yaba,- akoka yaba lagos,3,2,1,2,0,0,0,0,3,500000
2654,yaba,akoka yaba lagos,5,3,2,3,0,0,0,0,5,700000
2655,yaba,yaba lagos,4,2,2,2,1,1,1,1,3,900000
2656,yaba," royal estate connal road, alagomeji yaba lagos",8,4,4,4,1,1,1,1,6,2500000
2657,yaba,onike yaba lagos,2,1,1,1,1,1,1,1,2,600000
2658,yaba,- sabo yaba lagos,4,2,2,2,1,1,1,1,3,1300000
2659,yaba,adekunle yaba adekunle yaba lagos,7,4,3,4,1,0,0,1,6,1800000
2660,yaba,close to pako bus stop akoka yaba lagos,2,1,1,1,0,0,0,0,2,400000
2661,yaba,brown street akoka yaba lagos,6,3,3,3,0,0,0,1,5,1200000
2662,yaba,adekunle yaba lagos,6,3,3,3,0,0,0,1,5,1000000
2663,yaba,akoka yaba lagos,5,3,2,3,0,0,0,0,5,900000
2664,yaba,- alagomeji yaba lagos,5,3,2,3,0,0,0,0,5,800000
2665,yaba,fola agoro fola agoro yaba lagos,7,4,3,4,1,0,0,1,6,1800000
2666,yaba,adekunle yaba lagos,7,4,3,4,1,0,0,1,6,1800000
2667,yaba,onike yaba lagos,2,1,1,1,0,0,0,0,2,400000
2668,yaba,akoka yaba lagos,4,2,2,2,0,0,0,1,3,700000
2669,yaba,yaba lagos,2,1,1,1,1,1,1,1,2,600000
2670,yaba,yaba lagos,2,1,1,1,1,1,1,1,2,600000
2671,yaba,yaba lagos,8,4,4,4,1,1,1,1,6,2500000
2672,yaba,yaba lagos,2,1,1,1,1,0,0,1,2,500000
2673,yaba,sabo yaba lagos,4,2,2,2,0,0,0,1,3,700000
2674,yaba,johnson onike yaba lagos,4,2,2,2,1,0,0,1,3,800000
2675,yaba,- jibowu yaba lagos,3,2,1,2,0,0,0,0,3,500000
2676,yaba,akoka yaba lagos,2,1,1,1,1,0,0,1,2,500000
2677,yaba,fola agoro yaba lagos,3,2,1,2,0,0,0,0,3,600000
2678,yaba,onike yaba lagos,2,1,1,1,0,0,0,1,2,450000
2679,yaba,fola agoro yaba lagos,5,3,2,3,0,0,0,0,5,900000
2680,yaba,jibowu yaba lagos,4,2,2,2,1,0,0,1,3,800000
2681,yaba,akoka akoka yaba lagos,4,2,2,2,0,0,0,1,3,700000
2682,yaba,em akoka yaba lagos,2,1,1,1,0,0,0,0,2,400000
2683,yaba,emily akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2684,yaba," adjacent unilag,not far from hebert macaulay expressway akoka yaba lagos",4,2,2,2,0,0,0,0,3,500000
2685,yaba,off tejuosho road tejuosho yaba lagos,2,1,1,1,1,0,0,1,2,500000
2686,yaba,adjacent unilag akoka yaba lagos,2,1,1,1,1,1,1,1,2,600000
2687,yaba," grace court estate, off herbert macaulay way, adekunle yaba lagos",9,5,4,5,1,1,0,1,8,3500000
2688,yaba,makoko adekunle yaba lagos,2,1,1,1,0,0,0,0,2,380000
2689,yaba,akoka yaba lagos,2,1,1,1,1,0,1,1,2,550000
2690,yaba,onike yaba lagos,2,1,1,1,1,1,1,1,2,600000
2691,yaba,fola agoro fola agoro yaba lagos,2,1,1,1,0,0,0,0,2,350000
2692,yaba," akoka, akoka, akoka yaba lagos",2,1,1,1,0,0,0,0,2,300000
2693,yaba,western avenue by surulere jibowu yaba lagos,2,1,1,1,0,0,0,1,2,450000
2694,yaba,off iwaya road iwaya yaba lagos,4,2,2,2,1,0,0,1,3,800000
2695,yaba,akoka yaba lagos,7,4,3,4,0,0,0,0,6,1300000
2696,yaba,akoka yaba lagos,7,4,3,4,0,0,0,1,6,1500000
2697,gbagada,millenuim ups gbagada lagos,7,4,3,4,0,0,0,1,7,2300000
2698,gbagada,phase 2 gbagada lagos,9,5,4,5,1,1,0,1,8,3000000
2699,gbagada,... millenuim ups gbagada lagos,7,4,3,4,1,1,0,1,7,2500000
2700,gbagada,millenuim ups gbagada lagos,7,4,3,4,0,0,0,1,7,2300000
2701,gbagada,... millenuim ups gbagada lagos,7,4,3,4,1,1,0,1,7,2500000
2702,gbagada,ifako gbagada gbagada lagos,6,3,3,3,1,1,1,1,5,1400000
2703,gbagada,millenuim ups gbagada lagos,7,4,3,4,1,1,0,1,7,2500000
2704,gbagada,... millenuim ups gbagada lagos,5,3,2,3,1,1,1,1,5,1800000
2705,gbagada,glory estate ifako gbagada gbagada lagos,7,4,3,4,1,1,0,1,7,2500000
2706,gbagada,off ifako ifako gbagada gbagada lagos,4,2,2,2,0,0,0,0,3,700000
2707,gbagada,power line soluyi gbagada lagos,6,3,3,3,0,0,0,0,5,850000
2708,gbagada,ifako josland area ifako gbagada gbagada lagos,5,3,2,3,0,0,0,0,5,750000
2709,gbagada,sosanya soluyi gbagada lagos,5,3,2,3,0,0,0,0,5,850000
2710,gbagada,millenuim ups gbagada lagos,2,1,1,1,1,1,1,1,2,650000
2711,gbagada,medina gbagada lagos,7,4,3,4,0,0,0,0,7,1500000
2712,gbagada,alapere gbagada lagos,4,2,2,2,0,0,0,0,3,600000
2713,gbagada,phase 2 gbagada lagos,7,4,3,4,0,0,0,0,7,1500000
2714,gbagada,ifako ifako gbagada gbagada lagos,5,3,2,3,0,0,0,1,5,1000000
2715,gbagada,ifako gbagada gbagada lagos,4,2,2,2,0,0,0,1,3,800000
2716,gbagada,millenuim ups gbagada lagos,7,4,3,4,0,0,0,1,7,1800000
2717,gbagada,soluyi gbagada lagos,2,1,1,1,0,0,0,1,2,450000
2718,gbagada,pedro-gbagada area gbagada lagos,5,3,2,3,1,1,0,1,5,1300000
2719,gbagada,odo-eran iyana orowo gbagada oworonshoki gbagada lagos,5,3,2,3,0,0,0,0,5,700000
2720,gbagada,after deperlife church gbagada lagos,2,1,1,1,0,0,0,1,2,450000
2721,gbagada,sawmill gbagada gbagada lagos,5,3,2,3,0,0,0,0,5,900000
2722,gbagada,off pedro gbagada ifako gbagada gbagada lagos,5,3,2,3,0,0,0,1,5,1000000
2723,gbagada,"  community street ,odo eran,iyana oworo gbagada lagos",2,1,1,1,0,0,0,0,2,400000
2724,gbagada,gb millenuim ups gbagada lagos,7,4,3,4,1,1,0,1,7,2500000
2725,gbagada,pedro phase 1 gbagada lagos,6,3,3,3,0,0,0,0,5,850000
2726,gbagada,ifako gbagada gbagada lagos,5,3,2,3,0,0,0,1,5,1000000
2727,gbagada,ifako gbagada gbagada lagos,7,4,3,4,0,0,0,0,7,1300000
2728,gbagada,atunrase medina gbagada lagos,7,4,3,4,0,0,0,1,7,2000000
2729,gbagada,ifako gbagada gbagada lagos,5,3,2,3,1,1,1,1,5,1500000
2730,gbagada,millenuim ups gbagada lagos,7,4,3,4,0,0,0,0,7,1600000
2731,gbagada,millenuim ups gbagada lagos,7,4,3,4,0,0,0,1,7,2000000
2732,gbagada,ifako ifako gbagada gbagada lagos,7,4,3,4,0,0,0,1,7,2000000
2733,gbagada,ferano court ifako gbagada gbagada lagos,11,6,5,6,1,1,0,1,8,3000000
2734,gbagada,millennium estate millenuim ups gbagada lagos,7,4,3,4,1,1,0,1,7,2500000
2735,gbagada,millennium estate millenuim ups gbagada lagos,9,5,4,5,1,1,1,1,8,3500000
2736,gbagada,josodat estate soluyi gbagada lagos,7,4,3,4,0,0,0,0,7,1500000
2737,gbagada,ifako gbagada gbagada lagos,6,3,3,3,0,0,0,1,5,1000000
2738,gbagada,medina gbagada lagos,5,2,3,2,1,1,1,1,3,1300000
2739,gbagada,soluyi gbagada lagos,6,3,3,3,0,0,0,0,5,700000
2740,gbagada,ifako gbagada gbagada lagos,6,3,3,3,0,0,0,0,5,900000
2741,gbagada,akinwunmi ifako gbagada gbagada lagos,4,2,2,2,0,0,0,0,3,700000
2742,gbagada,ifako gbagada gbagada lagos,6,3,3,3,1,1,0,1,5,1300000
2743,gbagada,.. ifako gbagada gbagada lagos,6,3,3,3,0,0,0,0,5,800000
2744,gbagada,soluyi gbagada lagos,6,3,3,3,0,0,0,0,5,700000
2745,gbagada,gbagada road phase 2 gbagada lagos,2,1,1,1,1,1,0,1,2,500000
2746,gbagada,popoola soluyi gbagada lagos,6,3,3,3,1,0,0,1,5,1200000
2747,gbagada,yetunde brown ifako gbagada gbagada lagos,4,2,2,2,0,0,0,1,3,800000
